acad_org,catalog_nbr,class_nbr,subject,subject_descr,descr,units,acad_career_descr,description
PHY,8041,17482,PHY,Physiology,Physiology B,2,Graduate,"The course will integrate background cellular and molecular knowledge into organ systems and whole animal, function. It is intended to provide the ability to integrate knowledge at the molecular level into function the foundation of translational-based research. Specifically, the physiology to be covered will include the heart, vasculature, kidney, GI, and muscle.
Requisites: PHY 8040 or permission of instructor"
PHY,8052,17486,PHY,Physiology,Vascular Biology A,2,Graduate,"The class covers the broad range of vascular biology from the basic science to clinical implications. The class integrates new methods in the field and relationships to heart function.
Prerequisite: PHY 8040"
PHY,8053,17487,PHY,Physiology,Vascular Biology B,2,Graduate,"The class covers the broad range of vascular biology from the basic sciences to the clinical implications. In addition, the class integrates new methods in the field and relationships to heart function.
Prerequisite: PHY 8040 and PHY 8052"
PHY,9995,17483,PHY,Physiology,Research,3 - 12,Graduate,Directed research on an approved problem in physiology.
PHY,9999,17484,PHY,Physiology,Non-Topical Research,1 - 12,Graduate,For doctoral dissertation.
PHYS,1060,10309,PHYS,Physics,How Things Work,3,Undergraduate,"For non-science majors. Introduces physics and science in everyday life, considering objects from our daily environment and focusing on their principles of operation, histories, and relationships to one another. 1050 is concerned primarily with mechanical and thermal objects, while 1060 emphasizes objects involving electromagnetism, light, special materials, and nuclear energy. They may be taken in either order."
PHYS,1420,13601,PHYS,Physics,"Introductory Physics 1: Classical Mechanics, Waves, and Thermodynamics",3,Undergraduate,"First semester of the introductory physics sequence recommended for prospective physics majors. Topics include particle kinematics and dynamics, energy and momentum conservation, rotational motion, fluids, oscillatory motion, waves, sound, and thermodynamics. Emphasis is on building foundations for future studies in physics. Three lecture hours. Prerequisite: MATH 1310; Co-requisite: MATH 1320; or instructor permission."
PHYS,1425,10310,PHYS,Physics,Introductory Physics 1 for Engineers,3,Undergraduate,"First semester of introductory physics sequence recommended for engineers. Topics include particle kinematics and dynamics, energy and momentum conservation, rotational motion, fluids, oscillatory motion, waves, sound, and thermodynamics. Emphasis is on development of skills for practical applications. Three lecture hours. Co-requisite: MATH 1320 or equivalent."
PHYS,1429,10313,PHYS,Physics,Introductory Physics 1 Workshop,1,Undergraduate,"Group problem solving, data acquisition and analysis, and application of physics to real life scenarios in the framework of classical mechanics and thermodynamics. The course is geared towards STEM majors and required for engineering and physics majors. Co-requisites: PHYS 1425 or 1420."
PHYS,1655,20118,PHYS,Physics,Introduction to Python for Scientists and Engineers,3,Undergraduate,"This course provides an introduction to the Python programming language with applications to common problems in the science and engineering fields. It emphasizes three core skills: analyzing data, simulating data, and visualizing data. No previous programming or computer experience is required. Prerequisite: MATH 1210 or equivalent, or instructor permission."
PHYS,1660,13684,PHYS,Physics,Practical Computing for the Physical Sciences,1,Undergraduate,"This course teaches how to use the computer to solve quantitative problems. This involves learning the skills to write computer programs dedicated to certain tasks, to visualize data graphically, to use scientific software, and to learn other practical skills that are important for a future career in the sciences."
PHYS,2020,11664,PHYS,Physics,Principles of Physics 2 for Pre-Health Students,3,Undergraduate,"Physics 2010 and 2020 constitute a terminal course sequence covering the principles of mechanics, heat, electricity and magnetism, optics, atomic, solid state, nuclear, and particle physics. A working knowledge of arithmetic, elementary algebra, and trigonometry is essential. The PHYS 2010 - 2020 sequence does not normally serve as prerequisite for the courses numbered 3110 and above. PHYS 2010, 2020, in conjunction with the laboratories PHYS 2030, 2040, satisfy the physics requirement of medical and dental schools. PHYS 2010 is prerequisite for 2020. Three lecture hours."
PHYS,2040,10334,PHYS,Physics,Principles of Physics 2 Workshop,1,Undergraduate,"Group problem solving, data acquisition and analysis, and application of physics to real life scenarios in the framework of electricity and magnetism. The course satisfies the requirements for pre-health students. Co-requisites: PHYS 2020. Prerequisite: PHYS 2030"
PHYS,2415,11292,PHYS,Physics,Introductory Physics 2 for Engineers,3,Undergraduate,"Second semester of introductory physics sequence recommended for engineers and other scientists. Topics include electricity, magnetism, circuits and optics. Emphasis is on development of skills for practical applications. Three lecture hours. Prerequisites: PHYS 1420 or PHYS 1425; co-requisite: MATH 2310; or instructor permission."
PHYS,2419,11268,PHYS,Physics,Introductory Physics 2 Workshop,1,Undergraduate,"Group problem solving, data acquisition and analysis, and application of physics to real life scenarios in the framework of electricity and magnetism. The course is geared towards STEM majors and required for engineering and physics majors. Co-requisites: PHYS 2415 or 2410. Prerequisite: PHYS 1429"
PHYS,2620,13602,PHYS,Physics,Modern Physics,4,Undergraduate,"Introduction to quantum physics and relativity, with application to atomic structure, nuclear and elementary particle physics, condensed matter physics, and cosmology. Three lecture hours, one problem hour. Prerequisite: PHYS 1720 or 2410 or 2415, and MATH 2310 or instructor permission."
PHYS,2720,20024,PHYS,Physics,Problem Solving and Special Topics in Classical Physics,2,Undergraduate,"Develop and extend the techniques of introductory physics and calculus to solve more complicated problems. The course covers topics in mechanics, fluids, thermodynamics, electromagnetism, waves, and optics. PHYS 1420 or 1425; MATH 2310. Co-requisites: PHYS 2410 or 2415; MATH 3250 or instructor permission"
PHYS,3040,10350,PHYS,Physics,Physics of the Human Body,3,Undergraduate,"Application of basic physics principles to functions of the human body: biomechanics, metabolism, cardiovascular, cognitive & respiratory systems, and the senses. Medical diagnosis and therapy technologies (e.g., PET, MRI, CT) are discussed. Prerequisite: one semester of calculus and PHYS 2010 or PHYS 1420 or PHYS 1425 or PHYS 1710. Corequisite: PHYS 1710 or PHYS 2020 or PHYS 2410 or PHYS 2415 or instructor permission."
PHYS,3120,12800,PHYS,Physics,Applied Physics: Energy,3,Undergraduate,"Basic physics principles of energy sources and energy production, conversion, distribution, and storage. This course will focus on the basic physics principles and applications of engines, nuclear energy, solar power and photovoltaic, geothermal, wind and hydropower, fuel cells, batteries, bioenergy and fossil energy, as well as energy harvesting in the internet age. We will also learn a closely related topic of physics of climate and ""drawdown"". The course will conclude with the outlook of renewable energies. Three lecture hours. Prerequisite: PHYS 2620 or instructor permission."
PHYS,3140,20513,PHYS,Physics,Intermediate Laboratory,4,Undergraduate,"Selected experiments in mechanics, thermodynamics, electricity and magnetism, optics, and modern physics. One lecture hour and four laboratory hours per week. Prerequisites: PHYS 1429, PHYS 2419; co-requisite: PHYS 2620."
PHYS,3180,10351,PHYS,Physics,Advanced Laboratory B,3,Undergraduate,"Approximately five experiments drawn from the major fields of physics. Introduces precision apparatus, experimental techniques, and methods of evaluating experimental results. Outside report preparation is required. Six laboratory hours. Prerequisite: PHYS 2640 or PHYS 3140"
PHYS,3250,11201,PHYS,Physics,Applied Nuclear Physics,3,Undergraduate,"Applications of nuclear physics and nuclear energy: Introduction to nuclear physics, radioactivity, radiation standards and units, interaction of radiation with matter, accelerators, x-ray generators, detectors, biological effects, nuclear medicine, nuclear fission and reactors, nuclear fusion. Three lecture hours. (Y) Prerequisite: PHYS 2620 or instructor permission."
PHYS,3340,20021,PHYS,Physics,Mathematics for Physics,3,Undergraduate,"This course covers linear algebra and complex analysis, with a review of vector calculus. Emphasis is on applications in physics. Students cannot receive credit for both PHYS 3340 and MATH 4210."
PHYS,3420,10352,PHYS,Physics,Electricity and Magnetism I,3,Undergraduate,"Systematic treatment of electromagnetic phenomena with extensive use of vector calculus, including Maxwell's equations. Prerequisite: MATH 4220, and PHYS 1720 or PHYS 2410 or PHYS 2415, or instructor permission."
PHYS,3620,20022,PHYS,Physics,Introduction to Condensed Matter Physics,3,Undergraduate,"The course will examine basic principles of simple theories for metals, the basics of crystallography and crystal structures, the reciprocal space, lattice vibrations, elastic properties of solids, electronic band structure, impurities and defects, dielectric properties, magnetism and superconductivity. Prerequisite: PHYS 2620."
PHYS,3660,10353,PHYS,Physics,Quantum Physics II,3,Undergraduate,Continuation of PHYS 3650. Intermediate quantum mechanics including perturbation theory; application to systems of current interest. Prerequisite: PHYS 3650.
PHYS,3993,12406,PHYS,Physics,Independent Study,3,Undergraduate,Individual study of topics in physics not normally covered in formal classes. Study is carried out under the tutelage of a faculty member with whom the requirements are agreed upon prior to enrollment. (S-SS) Prerequisite: Instructor permission
PHYS,3995,10753,PHYS,Physics,Research,3,Undergraduate,A research project on a topic in physics carried out under the supervision of a faculty member culminating in a written report. May be taken more than once. (S-SS) Prerequisite: Instructor permission.
PHYS,5000,10356,PHYS,Physics,Physics Colloquium,2,Graduate,First and second year students enrolled in the Physics PhD program are required to take Physics Colloquium in their first and second years of study.
PHYS,5110,12240,PHYS,Physics,Special Topics in Classical and Modern Physics,1,Graduate,Lectures on topics of current interest in physics research and pedagogy. May be repeated for credit. Prerequisite: Instructor permission.
PHYS,5160,12801,PHYS,Physics,Introduction to String Theory,3,Graduate,"This course introduces a modern topic in theoretical high energy physics to an advanced undergraduate / beginner graduate student audience. Among the directions which are being explored are the physics of extra dimensions, and a unified treatment of gravity and electromagnetism in the context of string theory. 
Prerequisite: Physics 3210 (Classical Mechanics), 3430 (Electricity & Magnetism II) and 3660 (Quantum Mechanics II), or permission of the instructor."
PHYS,5240,10354,PHYS,Physics,Introduction to the Theory of General Relativity,3,Graduate,"Reviews special relativity and coordinate transformations. Includes the principle of equivalence; effects of gravitation on other systems and fields; general tensor analysis in curved spaces and gravitational field equations; Mach's principle, tests of gravitational theories; perihelion precession, red shift, bending of light, gyroscopic precession, radar echo delay; gravitational radiation; relativisitic stellar structure and cosmography; and cosmology. Prerequisite: Advanced calculus through partial differentiation and multiple integration; vector analysis in three dimensions."
PHYS,5640,10355,PHYS,Physics,Computational Physics II,3,Graduate,"Advanced topics in computational physics including numerical methods for partial differential equations, Monte Carlo modeling, advanced methods for linear systems, and special topics in computational physics. Prerequisite: PHYS 5630, or instructor permission."
PHYS,7210,10358,PHYS,Physics,Statistical Mechanics,3,Graduate,"Discusses thermodynamics and kinetic theory, and the development of the microcanonical, canonical, and grand canonical ensembles. Includes Bose-Einstein and Fermi-Dirac distributions, techniques for handling interacting many-particle systems, and extensive applications to physical problems."
PHYS,7420,11366,PHYS,Physics,Electricity and Magnetism II,3,Graduate,"Development of the theory of special relativity, relativistic electrodynamics, radiation from moving charges, classical electron theory, and Lagrangian and Hamiltonian formulations of electrodynamics. Prerequisite: PHYS 7420 or instructor permission."
PHYS,7620,10357,PHYS,Physics,Quantum Theory II,3,Graduate,"Includes angular momentum theory, techniques of time-dependent perturbation theory, emission and absorption of radiation, systems of identical particles, second quantization, and Hartree-Fock equations. Prerequisite: PHYS 7610 or instructor permission."
PHYS,7995,12612,PHYS,Physics,Independent Study,1 - 6,Graduate,Independent research or practical training supervised by a faculty member. May be repeated for credit.
PHYS,8610,20025,PHYS,Physics,Condensed Matter Theory I,3,Graduate,"The description and basic theory of the electronic properties of solids including band structure, electrical conduction, optical properties, magnetism and super-conductivity. Prerequisite: PHYS 7620 or instructor permission."
PHYS,8640,11779,PHYS,Physics,Modern Field Theory,3,Graduate,Applies field theory techniques to quantum electrodynamics and to the renormalization-group description of phase transitions. Introduces the path integral description of field theory. Prerequisite: PHYS 8630.
PHYS,8710,13937,PHYS,Physics,Nuclear Physics I,3,Graduate,Discusses nuclear theory and experiment from the modern perspectives of the fundamental theory of the strong interaction: Quantum Chromodynamics (QCD).
PHYS,8999,10622,PHYS,Physics,Master Thesis Non-Topical Research,1 - 12,Graduate,"For master's thesis, taken under the supervision of a thesis director."
PHYS,9020,11273,PHYS,Physics,Introduction to Physics Research II,1,Graduate,Workshops given by UVA Physics faculty describing their research.
PHYS,9998,10359,PHYS,Physics,Pre-Qual Preparation for Doctoral Research,1 - 12,Graduate,"For students who have not passed the Qualifying exam for doctoral research, taken before a dissertation director has been selected."
PHYS,9999,10360,PHYS,Physics,PhD Thesis Non-Topical Research,1 - 12,Graduate,"For doctoral dissertation, taken under the supervision of a dissertation director."
PLAN,4993,14421,PLAC,Planning Application,Applied Independent Study,1 - 4,Undergraduate,"Elective courses offered at the request of faculty or students to provide an opportunity for internships, fieldwork, or independent study. Prerequisite: Planning faculty approval of topic."
PLAN,5252,20183,PLAC,Planning Application,Applied Real Estate II,4,Graduate,"The studio allows students to both learn & apply the real estate development process in a specific geographic & socio-economic parameter. Students will form small teams assigned to develop a project for a specific site. Students begin with site analysis, develop a proposed site & conditions, conduct all the key financial analyses, & identify & develop the materials that would be necessary to move the project through public approval & completion."
PLAN,5860,14236,PLAC,Planning Application,Green Infrastructure: Sites,3,Graduate,"Cities have altered natural drainage patterns, vegetation, local climate and habitats. Cities can use natural elements such as plants, trees and wetlands combined with engineered structures as ""constructed green infrastructure"" to redesign degraded urban sites. Students will utilize ""green infrastructure"" to create conceptual designs for sites to absorb stormwater, clean the air, or provide food and recreation."
PLAN,6010,14372,PLAC,Planning Application,Urban Planning and Design Studio,4,Graduate,"The course is an introductory studio for the degree of Master of Urban and Environmental Planning. The course covers the history of planning, emergence of sub-fields, ethical considerations, and methodological approaches to planning. The main applied emphasis is on physical planning/urban design and the way in which public planning shapes the built environment. Enrollment restricted to First Year MUEPs; all others permission of instructor."
PLAN,6090,14273,PLAC,Planning Application,Planning Practicum,4,Graduate,"This course serves as the fourth semester integrative class for the MUEP. Students work on a group project for a community client. Course entails understanding and drafting MOUs, creating concrete work plans, engaging with the public, gathering data and investigating strategies and alternatives. Final product should be a meaningful, implementable planning document for community use."
POLT,4961,11385,PLAD,Departmental Seminar,Thesis Seminar for Distinguished Majors Program Part 2,3,Undergraduate,Part two of the Politics Department Distinguished Majors thesis seminar.
POLT,4990,18979,PLAD,Departmental Seminar,Honors Proseminar on Research Design and Thesis Writing,3,Undergraduate,"A critical analysis of important issues in political analysis and research design from diverse perspectives. Issues include: framing research questions, causal analysis, rational choice, comparative historical institutionalism, interpretivism, case studies, and quantitative analysis. Prerequisite: Admission to Politics Honors Program"
POLT,4999,13789,PLAD,Departmental Seminar,Senior Thesis,3,Undergraduate,"Supervised work on a thesis for Honors students
Prerequisite: Enrollment in the Politics Honors Program"
POLT,7045,18792,PLAD,Departmental Seminar,Game Theory: Applications and Experiments,3,Graduate,"Game theory is the analytic study of strategic interactions among individuals, firms, governments, or other groups of people. This course demonstrates the usefulness of this powerful analytic approach, through numerous real-world and scholarly applications and through an examination of lab experiments built upon game theoretic modeling techniques. Cross-listed with PPOL 7045."
POLT,7750,13681,PLAD,Departmental Seminar,Supervised Research I,3,Graduate,Supervised Research I
POLT,8310,12799,PLAD,Departmental Seminar,Advanced Quantitative Applications in Political Science,3,Graduate,"Considers the use of selected techniques of behavioral research in the study of government and foreign affairs. Emphasizes the assumptions, procedures, and applications of the techniques rather than substantive findings. Prerequisite: PLAD 7090, 7100, or equivalents."
POLT,8500,18793,PLAD,Departmental Seminar,Topics in Political Science,3,Graduate,Investigates a selected issue in political science.
POLT,8750,13682,PLAD,Departmental Seminar,Supervised Research II,3,Graduate,Supervised Research II
PLAN,2020,14235,PLAN,Urban & Environ Planning,Planning Design,4,Undergraduate,"Studies the principles of design; the architecture of cities and urban design; perception of space and visual analysis; graphic presentation, including mapping techniques; and inventories, information storage, retrieval and use. Prerequisite PLAN 2110"
PLAN,2030,14371,PLAN,Urban & Environ Planning,"Neighborhoods, Community, & Regions",3,Undergraduate,"Explores theories and concepts of economic, social, and cultural forces that influence urban and regional spatial structure."
PLAN,2111,14322,PLAN,Urban & Environ Planning,GIS for Planners,3,Undergraduate,This course will provide an introduction to geographic information systems (GIS) concepts and software. It is intended for undergraduate planning students but open to other undergraduates. The course introduces the concepts of GIS as well as practical training on ESRI's ArcGIS suite. Students successfully completing the course will have general familiarity with the major functionality of ArcGIS
PLAN,3040,19601,PLAN,Urban & Environ Planning,Metropolis,3,Undergraduate,"This lecture course focuses on cities as centers of cultural, social, and artistic activity. It considers how we define cities, the forces that create and sustain them, and what makes them culturally distinctive. It looks at several cities at their moments of cultural, political, and architectural glory: Istanbul in the 16thcentury, London in the late 17th and 18th centuries, Paris in the 19th century, New York in the 20th century, and Shanghai in the 21st century."
PLAN,3050,14217,PLAN,Urban & Environ Planning,Planning Methods,3,Undergraduate,Analyzes methods used in quantitative and qualitative investigations of urban and regional settings for planning purposes.
PLAN,3060,14376,PLAN,Urban & Environ Planning,"Law, Land and the Environment",3,Undergraduate,"This course introduces the legal framework and major legal issues arising in land use and environmental planning. We focus on notable US Supreme Court decisions related to tools such as zoning, the comprehensive plan, and eminent domain, as well as controversies and cases surrounding federal environmental laws such as NEPA, the Clean Water and Air Acts, and the Endangered Species Act. No previous legal knowledge or coursework necessary."
PLAN,3500,20089,PLAN,Urban & Environ Planning,Special Topics in Planning,3,Undergraduate,Topical offerings in planning.
PLAN,3810,20143,PLAN,Urban & Environ Planning,Climate Justice in Cities,3,Undergraduate,"This course introduces design & systems thinking techniques to address the interrelated crises of climate change & social inequity in U.S. cities. It asks how such transformational change might work - examining the socio-technical context,challenges, & opportunities that animate systems change in the built world. Students will learn through readings,discussions,lectures, & workshops to develop interdisciplinary creative problem-solving skills"
PLAN,3860,14317,PLAN,Urban & Environ Planning,Cities and Nature,3,Undergraduate,"This class begins with the premise that contact with nature is essential to modern life.The class will examine the evidence for why nature in important,and the many creative ways in which cities can plan for,and design-in nature, and foster meaningful and everyday connections with the natural world."
PLAN,4800,14338,PLAN,Urban & Environ Planning,Professional Practice,1 - 3,Undergraduate,Structured internship experience and reporting as a reflective practitioner for ten weeks or 200 hours of experience.
PLAN,4902,20498,PLAN,Urban & Environ Planning,Distinguished Major Thesis 2,3,Undergraduate,"This is the second semester of a two semester sequence for the purpose of the completion of a Distinguished Major Thesis. A faculty member guides the student through all phases of the process which culminates in an open presentation of the thesis to an audience including a faculty evaluation committee. 
Prerequisite: PLAN 4901"
PLAN,4993,14243,PLAN,Urban & Environ Planning,Independent Study,1 - 4,Undergraduate,"Elective courses offered at the request of faculty or students to provide an opportunity for internships, fieldwork, and independent study."
PLAN,5200,14279,PLAN,Urban & Environ Planning,Real Estate Develop Process I,3,Graduate,"Foundational course for SARC real estate offerings. Covers fundamentals from basic real estate relationships, land acquisition decisions, ""the cash cycle"", legal aspects, public processes including entitlements, risk management, ethics, and preliminary feasibility analysis. The emphasis is on the creation of value in real estate (viewed holistically as financial profit informed by equity, sustainability, and design.)"
PLAN,5230,14330,PLAN,Urban & Environ Planning,Design Dimensions of Real Estate,3,Graduate,"Course examines the role good design and planning plays in adding value to real estate. Using a comparative case approach, the course will help students develop an understanding of how developer decision-making in regards to specific projects and their final built form is influenced by locational considerations, financial constraints, broader market dynamics, public perceptions of the project, and the legal framework."
PLAN,5300,14373,PLAN,Urban & Environ Planning,Preservation Planning,3,Graduate,"Studies current literature on the identification, evaluation, and treatment of historic places. Develops techniques for surveying, documenting, evaluating, and planning for preservation. Analyzes current political, economic, and legal issues in preservation planning."
PLAN,5452,14252,PLAN,Urban & Environ Planning,Healthy Cities,3,Graduate,"This class explores what makes a healthy city, what are the constituent parts of that system and what are different peoples needs across the life span, from perinatal to older age. The class begins by exploring concepts of health including health resilience - and focuses on how our cities can be better designed to optimize human flourishing."
PLAN,5500,14405,PLAN,Urban & Environ Planning,Special Topics in Planning,3,Graduate,Varies annually to meet the needs of graduate students.
PLAN,5580,21095,PLAN,Urban & Environ Planning,Short Courses in Planning,1,Graduate,"A series of one-credit short courses, whose topics vary from semester to semester."
PLAN,5600,14320,PLAN,Urban & Environ Planning,Land Use and Growth Management,3,Graduate,Introduces the theory and practice of land use planning and growth management as they have evolved historically and as expressed in contemporary practice. Addresses the need and rationale for land use planning as well as its tools.
PLAN,5614,19608,PLAN,Urban & Environ Planning,Urban Strategies,3,Graduate,"Worldwide urbanization processes will increase in the next years reaching a rate of 75% until the middle of the century. Shrinkage, stagnation and rapid growth will be simultaneous phenomena and to achieve urban sustainability it will be important to innovate analytical methods and urban design frameworks. Discussions, lectures, and readings in combination with an urban design group project will introduce students to contemporary urban design methodologies."
PLAN,5993,14304,PLAN,Urban & Environ Planning,Applied Independent Study,1 - 4,Graduate,Individual study directed by a faculty member. Prerequisite: Planning faculty approval of topic.
PLAN,6020,14321,PLAN,Urban & Environ Planning,Methods of Community Research and Engagement,3,Graduate,"Explores methods beyond the conventional town-hall meeting to gather insights from communities on planning issues. Topics will include more traditional methods of qualitative research such as focus groups, interviews, charrettes, participatory action research, and scenario planning, as well as strategies like asset mapping, visual preference surveys, games, art-based visioning, participatory budgeting."
PLAN,6040,14374,PLAN,Urban & Environ Planning,Quantitative Methods of Planning Analysis,3,Graduate,"Applies quantitative skills to the planning process: analyzes decision situations and develops precise languages communicating the quantitative dimensions of planning problems. Includes lectures, case studies, and applied assignments addressing statistical methods, survey methods, census data analysis, program and plan evaluation, and emerging methods used by planners."
PLAN,6050,14375,PLAN,Urban & Environ Planning,Land Use and Environmental Law,3,Graduate,"This course introduces the legal framework & major legal issues arising in land use & environmental planning. We focus on notable US Supreme Court decisions related to tools such as zoning, the comprehensive plan, & eminent domain, as well as controversies & cases surrounding federal environmental laws such as NEPA, the Clean Water & Air Acts, & the Endangered Species Act. Graduate course will have additional course requirements."
PLAN,6122,14380,PLAN,Urban & Environ Planning,Urban Analytics,3,Graduate,"Urban analytics draws upon statistics, visualization, and computation to better understand and ultimately to shape cities. This course emphasizes geospatial data, familiarizes students with statistical computing using R, and introduces principles and techniques of data science. Students learn to communicate the results of visualization and analysis for use in decision-making and policy development and to critique those processes. No prerequisite."
PLAN,6860,14318,PLAN,Urban & Environ Planning,Cities + Nature,3,Graduate,"This class begins with the premise that contact with nature is essential to modern life.The class will examine the evidence for why nature in important,and the many creative ways in which cities can plan for,and design-in nature, and foster meaningful and everyday connections with the natural world."
PLAN,7040,19602,PLAN,Urban & Environ Planning,Advanced Metropolis,3,Graduate,"This lecture course focuses on cities as centers of cultural, social, and artistic activity. It considers how we define cities, the forces that create and sustain them, and what makes them culturally distinctive. It looks at several cities at their moments of cultural, political, and architectural glory: Istanbul in the 16thcentury, London in the late 17th and 18th centuries, Paris in the 19th century, New York in the 20th century, and Shanghai in the 21st century."
PLAN,7993,14341,PLAN,Urban & Environ Planning,Independent Study,1 - 4,Graduate,Independent research on topics selected by individual students in consultation with a faculty advisor.
PLAN,8999,14241,PLAN,Urban & Environ Planning,Master's Thesis,3 - 6,Graduate,A thesis is optional for the Master of Urban and Environmental Planning degree. Students should begin early to explore topics and to identify potential committee members. A guideline document is available.
POLT,2030,13087,PLAP,American Politics,"Politics, Science and Values: An Introduction to Environmental Policy",3,Undergraduate,"Introduces a wide variety of domestic and international environmental policy issues.  Explores how political processes, scientific evidence, ideas, and values affect environmental policymaking. "
POLT,2250,18891,PLAP,American Politics,American Political Tradition,3,Undergraduate,"This course explores the theoretical ideas that informed the creation and development of America's political system and considers some of the major contemporary challenges to the maintenance of American liberal democracy. Topics to be treated include the political thought of the American Founders, the place of religion in public life, the nature of written constitutions and the role of America in the world."
POLT,3350,13089,PLAP,American Politics,American Congress,3,Undergraduate,"Focuses on the contemporary organization and workings of the United States Congress. Emphasizes elections, the committee system, political parties, staff, and the law-making process, as well as the role of Congress in the national policy making system."
POLT,3370,12745,PLAP,American Politics,Workshop in Contemporary American Electoral Politics,3,Undergraduate,"Provides students with the opportunity to be directly involved with the research, programming, operations, and outreach of the University's non-profit, non-partisan Center for Politics. Includes projects focused on state and national politics, political history, civic engagement, voter behavior, media and politics, campaign finance and political analysis. Prerequisite: instructor permission."
POLT,3400,18893,PLAP,American Politics,American Political Economy,3,Undergraduate,"This course explores the historical development of the American economic system since the Founding, and its relationship with political institutions. We will examine various economic regimes such as mercantilism, Progressivism, the welfare state, and neoliberalism, among others. While some basic economic principles will occasionally be drawn upon, no previous knowledge of economics is required for the course."
POLT,3410,18804,PLAP,American Politics,State and Local Politics,3,Undergraduate,"Investigates the political dynamics of subnational political institutions, parties, and elections. Includes state parties and elections, intergovernmental relations and institutional powers, representation and democracy in federal systems, and subnational policy processes. Prerequisite: One course in PLAP or instructor permission."
POLT,3500,20894,PLAP,American Politics,Special Topics in American Politics,3,Undergraduate,Topical offerings in American Politics
POLT,4500,13813,PLAP,American Politics,Special Topics in American Politics,3,Undergraduate,Investigates a selected issue in American government or American political development. Prerequisite: One course in PLAP or instructor permission.
POLT,4850,13091,PLAP,American Politics,Seminar on Constitutional Law and Theory,3,Undergraduate,"An examination of classic and contemporary theories, partial theories, and perspectives on constitutional interpretation."
POLT,4990,11943,PLAP,American Politics,Honors Core Seminar in American Politics,9,Undergraduate,"A critical analysis of important issues and works in American politics from diverse perspectives. Students are required to write weekly analytical essays and actively participate in small seminar discussions on issues including: the founding, parties and elections, public policy, federalism, the presidency, Congress, and the judicial system. Prerequisite: Admission to Politics Honors Program."
POLT,5993,20885,PLAP,American Politics,Selected Problems in American Politics,1 - 3,Graduate,"Independent study under faculty supervision, for students who are preparing for intensive research on a specific topic. Prerequisite: Instructor permission."
POLT,7500,12630,PLAP,American Politics,Special Topics in American Politics,3,Graduate,Intensive analysis of selected issues and concepts in American politics.
POLT,8998,10361,PLAP,American Politics,"Non-Topical Research, Preparation for Research",1 - 12,Graduate,"For master's research, taken before a thesis director has been selected."
POLT,8999,10362,PLAP,American Politics,Non-Topical Research,1 - 12,Graduate,"For master's thesis, taken under the supervision of a thesis director."
POLT,9998,12049,PLAP,American Politics,"Non-Topical Research, Preparation for Doctoral Research",1 - 12,Graduate,"For doctoral research, taken before a dissertation director has been selected."
POLT,9999,12050,PLAP,American Politics,Non-Topical Research,1 - 12,Graduate,"For doctoral dissertation, taken under the supervision of a dissertation director."
POLT,2420,11944,PLCP,Comparative Politics,Politics of Modernity,3,Undergraduate,"Introduces key analytical concepts used by Karl Marx, Max Weber, and Emile Durkeim in their analysis of how the development of modern society has shaped the nature of modern politics."
POLT,3012,18821,PLCP,Comparative Politics,The Politics of Developing Areas,3,Undergraduate,"Surveys patterns of government and politics in non-Western political systems. Topics include political elites, sources of political power, national integration, economic development, and foreign penetration. This class replaces PLCP 2120 therefore you will not get credit for the course twice."
POLT,3110,10363,PLCP,Comparative Politics,The Politics of Western Europe,3,Undergraduate,"Surveys developments since 1945 in democratic stability, party politics, and political economy in the UK, France, Germany, Italy, and Spain."
POLT,3130,20739,PLCP,Comparative Politics,Political Economy of Development,3,Undergraduate,"Examines the political prerequisites (and impediments) to economic development, focusing on agricultural exporters in the 19th century and manufactured goods exporters in the 20th century. Draws on empirical material from North and South American, Europe, Asia and Africa. Prerequisite: PLIR 2050 or instructor permission."
POLT,3210,18841,PLCP,Comparative Politics,Russian Politics,3,Undergraduate,"Analyzes the political system of the former USSR and Russia from 1917 to the present. Focuses on evolution of the Soviet state, modernization and social change, efforts to reform the system, the collapse of the USSR, as well as the economic and political transformation taking place in the newly independent states. Prerequisite: Some background in comparative politics and/or history of Russia."
POLT,4140,13092,PLCP,Comparative Politics,Democracy and Dictatorship,3,Undergraduate,"Surveys and critically evaluates theories of origins of democratic and authoritarian governments, and the causes of subsequent transitions to, and away from, democratic regimes. Prerequisite: One course in PLCP or instructor permission."
POLT,4201,13093,PLCP,Comparative Politics,Comparative Political Parties,3,Undergraduate,"Examines political parties in a variety of institutional and socioeconomic settings, focusing on parties in the democratic political systems of Europe, the United States, and Japan."
POLT,4500,11945,PLCP,Comparative Politics,Special Topics in Comparative Politics,3,Undergraduate,Intensive analysis of selected issues and concepts in comparative government. Prerequisite: One course in PLCP or instructor permission.
POLT,4652,18842,PLCP,Comparative Politics,"Markets, Inequality, and the Politics of Development",3,Undergraduate,Examination of how politics affects the historical development of markets and the impact of inequality on the development of markets and economic development more generally.
POLT,7500,18794,PLCP,Comparative Politics,Special Topics in Comparative Politics,3,Graduate,Special Topics in Comparative Politics
POLT,8200,18795,PLCP,Comparative Politics,Comparative Institutions,3,Graduate,"Examines political institutions in democratic and authoritarian regimes. Topics include approaches to studying institutions, the state, federalism, electoral systems, executives, legislative decision-making, delegation to bureaucracies, and judicial institutions. The course also assesses efforts to integrate formal and statistical analysis. Prequisite: a graduate course in PLCP, research methods or permission of instructor."
